Provider,Beneficiaries_Count,Claims_Count,RenalDiseaseIndicator,ChronicCond_Alzheimer,ChronicCond_Heartfailure,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke,is_inpatient,is_dead,is_claimcode,is_groupcode,is_deductible,ClaimPeriod_greater_DaysAdmitted,IPAnnualReimbursementAmt,IPAnnualDeductibleAmt,OPAnnualReimbursementAmt,OPAnnualDeductibleAmt,InscClaimAmtReimbursed,DeductibleAmtPaid,Age,Days_Admitted,Diseases_Count,Total_Physicians,Total_ClaimCodes,Total_ProcedureCodes,Claim_Period,PotentialFraud
PRV52473,4,4,2,2,3,4,2,2,4,3,3,2,2,0,0,0,1,0,4,1,18600.0,2136.0,4155.0,1397.5,967.5,0.0,79.5,0.0,6.75,1.5,3.5,0.0,5.0,0
PRV52474,35,37,10,10,22,16,5,16,15,29,28,12,14,3,22,0,26,22,36,2,12650.81081081081,1298.918918918919,1661.8918918918919,527.027027027027,6182.972972972973,607.7837837837837,70.08108108108108,3.945945945945946,4.594594594594595,1.7567567567567568,5.8108108108108105,0.5945945945945946,4.351351351351352,0
PRV52476,26,26,7,10,18,14,5,12,15,18,21,9,9,4,6,0,11,6,26,4,12703.076923076924,1068.0,1993.076923076923,549.2307692307693,3357.6923076923076,250.30769230769232,73.84615384615384,1.7692307692307692,5.1923076923076925,1.5,3.6153846153846154,0.11538461538461539,2.9615384615384617,0
PRV52478,52,55,14,28,34,19,3,22,33,41,45,17,17,6,5,1,22,5,55,5,3554.0,524.290909090909,2335.090909090909,860.9090909090909,576.3636363636364,99.63636363636364,71.34545454545454,0.8,4.818181818181818,1.4545454545454546,3.2545454545454544,0.03636363636363636,2.272727272727273,0
PRV52480,29,30,3,16,11,11,5,10,8,21,24,9,7,6,5,0,10,5,30,3,4508.0,462.8,1535.0,322.3333333333333,1478.3333333333333,178.0,71.4,0.6,4.266666666666667,1.5666666666666667,3.2333333333333334,0.03333333333333333,1.0333333333333334,0
PRV52482,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,520.0,70.0,40.0,0.0,67.0,0.0,0.0,2.0,1.0,0.0,0.0,0
PRV52483,61,223,40,71,108,62,27,47,108,147,148,77,71,13,0,2,34,0,223,21,2292.152466367713,340.0358744394619,1416.0986547085201,453.94618834080717,233.67713004484304,2.4663677130044843,77.32735426008969,0.0,3.9417040358744395,1.6188340807174888,2.304932735426009,0.0,1.0179372197309418,0
PRV52484,10,13,1,3,6,5,3,5,5,11,10,1,4,0,0,0,2,0,13,1,2492.3076923076924,575.0769230769231,2093.076923076923,726.9230769230769,120.76923076923077,22.307692307692307,78.46153846153847,0.0,4.076923076923077,1.7692307692307692,3.8461538461538463,0.0,0.9230769230769231,0
PRV52485,4,5,0,0,2,2,0,1,3,4,4,1,2,0,0,0,1,0,5,0,0.0,0.0,1660.0,746.0,316.0,12.0,84.4,0.0,3.8,1.4,2.4,0.0,0.0,0
PRV52486,58,69,10,29,31,24,7,27,28,49,55,25,19,2,0,1,10,0,69,12,3786.376811594203,572.695652173913,1647.9710144927535,488.5507246376812,320.8695652173913,1.5942028985507246,69.98550724637681,0.0,4.2898550724637685,1.6231884057971016,2.5217391304347827,0.0,1.8695652173913044,0
PRV52487,127,177,36,68,82,68,19,49,65,115,127,53,57,14,0,0,34,0,177,16,4460.6214689265535,452.54237288135596,1898.0790960451977,617.7401129943503,288.3050847457627,6.327683615819209,72.77401129943503,0.0,4.0508474576271185,1.5819209039548023,2.4237288135593222,0.0,1.231638418079096,0
PRV52488,130,183,21,69,102,66,19,57,70,124,131,45,49,14,0,2,29,0,183,21,4441.584699453552,455.21311475409834,1850.4371584699454,504.91803278688525,244.3169398907104,3.4972677595628414,73.12021857923497,0.0,4.076502732240437,1.5792349726775956,2.5355191256830603,0.0,1.1147540983606556,0
PRV52490,16,17,1,8,10,5,0,5,5,10,13,4,5,2,0,0,3,0,17,2,5082.35294117647,565.4117647058823,2425.8823529411766,781.1764705882352,293.52941176470586,0.0,79.05882352941177,0.0,3.9411764705882355,1.588235294117647,2.235294117647059,0.0,2.3529411764705883,0
PRV52491,57,63,9,30,35,30,13,20,28,38,47,26,22,4,0,2,14,0,63,9,4148.888888888889,406.85714285714283,1794.6031746031747,504.6031746031746,263.1746031746032,1.5873015873015872,73.52380952380952,0.0,4.650793650793651,1.5396825396825398,2.7936507936507935,0.0,1.4761904761904763,0
PRV52492,33,34,1,10,15,8,4,5,8,23,22,15,9,1,0,0,4,0,34,5,2507.0588235294117,314.11764705882354,1400.0,479.11764705882354,229.7058823529412,0.5882352941176471,74.11764705882354,0.0,3.5294117647058822,1.5294117647058822,2.5588235294117645,0.0,1.8235294117647058,0
PRV52493,16,16,2,8,10,8,2,8,9,9,13,5,6,2,0,0,5,0,16,0,3700.0,467.25,1996.875,392.5,248.125,0.0,75.1875,0.0,5.0,1.375,2.1875,0.0,0.0,0
PRV52494,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,2910.0,1140.0,20.0,0.0,75.0,0.0,1.0,1.0,1.0,0.0,0.0,0
PRV52495,14,15,3,6,9,6,3,5,4,7,10,3,5,2,12,0,13,12,15,0,10412.0,1477.3333333333333,552.6666666666666,290.6666666666667,6586.666666666667,854.4,73.06666666666666,3.533333333333333,4.0,1.6666666666666667,6.933333333333334,0.4666666666666667,3.533333333333333,0
PRV52497,30,30,5,12,20,11,3,6,12,22,22,11,8,3,4,0,8,4,30,3,3800.0,462.8,2030.6666666666667,599.0,1974.6666666666667,142.4,74.4,1.2,4.333333333333333,1.6,3.6,0.13333333333333333,1.5,1
PRV52499,119,157,43,71,113,82,31,71,68,116,124,56,56,14,8,0,33,8,156,22,4444.585987261146,508.484076433121,2925.2866242038217,767.3885350318471,1048.8535031847134,50.1656050955414,72.36305732484077,0.2229299363057325,5.10828025477707,1.5477707006369428,2.8343949044585988,0.03821656050955414,2.1910828025477707,0
PRV52500,111,126,21,46,75,45,18,37,53,74,91,49,37,17,7,0,34,7,126,11,6525.793650793651,762.0,2365.3174603174602,645.7936507936508,685.0,62.111111111111114,72.1984126984127,0.23809523809523808,4.301587301587301,1.626984126984127,2.5476190476190474,0.03968253968253968,1.1666666666666667,0
PRV52501,16,19,0,8,6,2,5,1,7,9,9,3,2,0,0,0,4,0,19,5,325.2631578947368,112.42105263157895,1426.842105263158,662.1052631578947,254.73684210526315,5.2631578947368425,71.05263157894737,0.0,2.736842105263158,1.368421052631579,3.3684210526315788,0.0,1.263157894736842,0
PRV52502,87,119,24,48,71,53,19,46,49,95,94,40,31,9,26,4,43,26,118,12,7108.571428571428,919.8319327731092,1852.0168067226891,520.3361344537815,2192.436974789916,224.53781512605042,74.5546218487395,1.4453781512605042,4.663865546218488,1.546218487394958,3.7983193277310923,0.12605042016806722,2.680672268907563,1
PRV52503,63,78,7,28,46,24,13,21,29,50,62,11,22,8,5,1,20,5,78,14,3012.3076923076924,424.46153846153845,2296.6666666666665,659.8717948717949,933.3333333333334,73.07692307692308,73.61538461538461,0.24358974358974358,4.0256410256410255,1.6025641025641026,2.858974358974359,0.0641025641025641,2.0256410256410255,0
PRV52504,34,40,12,21,25,20,10,15,18,27,33,14,9,7,14,0,21,14,40,3,11703.25,1121.4,1306.75,400.25,2854.5,373.8,72.425,1.45,4.975,1.475,4.325,0.175,2.325,1
PRV52506,12,13,0,5,4,1,1,3,5,6,8,4,4,1,0,0,3,0,13,2,1384.6153846153845,246.46153846153845,1401.5384615384614,422.3076923076923,168.46153846153845,0.0,73.76923076923077,0.0,3.230769230769231,1.7692307692307692,2.6153846153846154,0.0,1.6153846153846154,0
PRV52507,24,29,2,14,17,9,2,8,17,19,21,7,10,0,0,0,4,0,29,1,1632.7586206896551,147.31034482758622,1635.8620689655172,634.1379310344828,250.0,3.4482758620689653,71.58620689655173,0.0,4.275862068965517,1.5517241379310345,2.2758620689655173,0.0,0.20689655172413793,0
PRV52508,36,37,5,7,19,16,6,9,15,29,22,13,5,4,2,1,8,2,37,4,6297.5675675675675,705.081081081081,1358.3783783783783,524.5945945945946,828.1081081081081,59.08108108108108,72.02702702702703,0.3783783783783784,3.918918918918919,1.5405405405405406,2.4054054054054053,0.08108108108108109,1.162162162162162,0
PRV52509,26,63,7,27,47,39,23,21,29,39,47,28,26,12,6,0,20,6,63,2,5826.0317460317465,936.063492063492,2923.1746031746034,433.4920634920635,1807.142857142857,104.25396825396825,72.73015873015873,0.49206349206349204,5.365079365079365,1.507936507936508,2.634920634920635,0.07936507936507936,1.126984126984127,0
PRV52510,22,26,2,14,18,11,5,11,17,18,21,11,9,1,0,0,8,0,26,0,2352.3076923076924,328.61538461538464,1425.7692307692307,373.46153846153845,163.07692307692307,3.8461538461538463,72.88461538461539,0.0,5.230769230769231,1.3846153846153846,2.3846153846153846,0.0,0.0,0
PRV52511,196,246,43,95,151,106,39,83,108,163,192,71,76,39,75,1,117,75,245,17,7497.4796747967475,798.4715447154472,2348.2520325203254,687.439024390244,2927.967479674797,323.0569105691057,70.67886178861788,1.9268292682926829,4.565040650406504,1.565040650406504,4.199186991869919,0.21544715447154472,2.7439024390243905,1
PRV52512,19,31,3,11,11,9,8,13,8,26,21,7,7,5,0,0,8,0,31,6,7237.096774193548,1583.483870967742,3176.7741935483873,810.0,196.4516129032258,0.0,66.35483870967742,0.0,4.064516129032258,1.6129032258064515,3.129032258064516,0.0,1.935483870967742,0
PRV52513,18,20,2,3,13,4,5,6,7,11,11,6,5,3,0,0,3,0,20,0,2525.0,320.4,1199.5,367.5,193.5,0.0,75.5,0.0,3.7,1.7,2.45,0.0,0.0,0
PRV52514,13,15,1,5,10,6,7,5,8,10,10,3,1,4,0,0,5,0,15,1,3000.0,284.8,2404.6666666666665,622.6666666666666,440.0,4.0,78.8,0.0,4.6,1.5333333333333334,3.466666666666667,0.0,1.3333333333333333,0
PRV52515,17,17,2,8,7,6,3,9,4,11,11,4,8,0,0,1,1,0,17,0,588.2352941176471,62.8235294117647,1745.8823529411766,312.94117647058823,144.11764705882354,2.3529411764705883,70.17647058823529,0.0,4.176470588235294,1.3529411764705883,2.7058823529411766,0.0,0.0,0
PRV52517,26,32,4,17,27,12,6,9,11,19,25,7,20,2,0,0,10,0,32,0,4312.5,1108.625,2082.5,537.5,340.9375,3.75,74.78125,0.0,4.84375,1.34375,3.03125,0.0,0.0,0
PRV52518,50,51,8,21,27,17,11,18,19,30,39,17,17,10,1,0,9,1,51,5,4672.745098039216,418.8235294117647,2051.176470588235,586.0784313725491,1418.4313725490197,22.901960784313726,69.74509803921569,0.3333333333333333,4.431372549019608,1.3529411764705883,2.7450980392156863,0.0392156862745098,1.4313725490196079,0
PRV52519,72,100,15,27,63,40,32,36,33,78,77,34,26,11,6,2,28,6,100,16,6033.1,1176.52,3043.6,701.8,1371.8,67.08,71.19,0.44,4.57,1.56,3.18,0.06,2.27,0
PRV52520,51,121,25,60,57,33,9,40,52,86,88,46,26,9,0,7,29,0,121,19,2812.7272727272725,388.3636363636364,2840.0,705.6198347107438,329.8347107438017,3.2231404958677685,74.26446280991736,0.0,4.181818181818182,1.5537190082644627,2.8677685950413223,0.0,1.8760330578512396,0
PRV52521,88,113,22,36,60,42,15,35,48,75,86,39,27,10,0,2,22,0,113,16,3589.8230088495575,500.92035398230087,2073.2743362831857,616.5486725663717,221.23893805309734,1.415929203539823,73.21238938053098,0.0,4.185840707964601,1.4424778761061947,2.5309734513274336,0.0,1.2920353982300885,0
PRV52523,3,3,1,2,2,1,1,1,1,2,3,1,1,0,0,0,0,0,3,0,0.0,0.0,806.6666666666666,350.0,160.0,0.0,72.33333333333333,0.0,5.0,1.6666666666666667,1.3333333333333333,0.0,0.0,0
PRV52525,2,2,1,1,1,1,0,1,1,2,2,0,0,1,0,0,0,0,2,0,0.0,0.0,555.0,355.0,75.0,0.0,79.5,0.0,5.0,1.0,2.0,0.0,0.0,0
PRV52526,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.0,0.0,3200.0,380.0,90.0,0.0,74.0,0.0,4.0,1.0,5.0,0.0,0.0,0
PRV52527,73,160,33,45,74,58,16,45,53,119,117,38,44,22,0,3,32,0,160,24,2064.0,193.575,2753.4375,769.3125,304.5625,3.75,74.55,0.0,3.94375,1.1875,2.4625,0.0,1.74375,0
PRV52528,16,26,5,10,13,14,4,8,10,21,23,8,5,5,0,0,2,0,26,3,1650.0,759.5384615384615,1891.5384615384614,426.15384615384613,248.46153846153845,0.0,68.1923076923077,0.0,4.653846153846154,1.7307692307692308,2.230769230769231,0.0,1.0769230769230769,0
PRV52529,8,12,1,7,4,6,1,4,6,7,10,3,7,0,0,0,3,0,12,0,501.6666666666667,89.0,3080.0,947.5,176.66666666666666,0.0,69.25,0.0,4.583333333333333,1.3333333333333333,1.6666666666666667,0.0,0.0,0
PRV52530,9,10,3,4,8,5,2,4,8,8,8,2,6,2,1,0,3,1,10,1,5096.0,854.4,1175.0,363.0,521.0,106.8,75.3,0.6,5.7,1.3,3.2,0.1,2.0,0
PRV52531,5,5,1,0,2,2,0,1,4,4,4,3,4,0,0,0,1,0,5,2,3072.0,213.6,1442.0,306.0,594.0,6.0,70.4,0.0,4.8,1.2,2.4,0.0,2.0,0
PRV52532,15,16,2,6,5,5,2,5,5,11,11,2,4,1,0,0,2,0,16,3,2641.875,200.25,2243.75,880.0,159.375,3.75,71.625,0.0,3.5625,1.4375,2.875,0.0,0.4375,0
PRV52533,27,43,8,15,30,14,13,13,16,33,33,19,21,14,0,0,14,0,43,3,5853.720930232558,620.9302325581396,2460.4651162790697,658.1395348837209,171.62790697674419,9.534883720930232,75.11627906976744,0.0,5.1395348837209305,1.4651162790697674,2.6744186046511627,0.0,0.3023255813953488,0
PRV52535,12,18,1,7,7,8,5,7,3,13,11,7,5,8,0,1,4,0,18,2,1877.7777777777778,356.0,1552.7777777777778,364.44444444444446,400.0,5.0,76.16666666666667,0.0,4.5,2.0,3.4444444444444446,0.0,1.1666666666666667,0
PRV52536,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,14000.0,1068.0,710.0,100.0,14000.0,1068.0,72.0,8.0,5.0,3.0,9.0,1.0,8.0,0
PRV52537,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,57000.0,1068.0,0.0,0.0,57000.0,1068.0,72.0,19.0,2.0,2.0,9.0,1.0,19.0,0
PRV52539,12,14,2,5,9,3,0,7,3,11,10,4,2,4,0,0,3,0,14,4,2588.5714285714284,228.85714285714286,2075.714285714286,782.1428571428571,317.85714285714283,7.142857142857143,65.71428571428571,0.0,4.142857142857143,1.8571428571428572,3.0714285714285716,0.0,4.142857142857143,0
PRV52540,4,7,2,1,3,3,1,3,1,5,7,0,0,0,0,0,1,0,7,0,2342.8571428571427,305.14285714285717,2335.714285714286,1462.857142857143,481.42857142857144,0.0,69.57142857142857,0.0,3.4285714285714284,1.7142857142857142,4.0,0.0,0.0,0
PRV52541,5,5,0,2,4,3,0,1,2,5,4,0,0,1,5,0,5,5,5,0,10480.0,1281.6,490.0,120.0,8200.0,1068.0,75.0,6.4,4.4,2.0,9.0,0.8,6.4,0
PRV52542,44,62,10,22,37,24,8,13,24,43,46,16,17,6,0,1,17,0,62,10,2683.064516129032,310.06451612903226,1448.225806451613,412.5806451612903,256.7741935483871,1.7741935483870968,72.90322580645162,0.0,4.129032258064516,1.564516129032258,2.725806451612903,0.0,1.2741935483870968,0
PRV52543,89,171,32,59,98,53,36,51,65,103,110,42,56,13,0,2,30,0,171,21,1897.1929824561403,174.87719298245614,2128.7134502923977,722.7485380116959,278.0701754385965,3.391812865497076,72.18128654970761,0.0,4.011695906432749,1.5321637426900585,2.6666666666666665,0.0,1.2514619883040936,0
PRV52544,6,6,1,4,4,2,1,2,2,5,5,0,1,0,6,0,6,6,6,0,8790.0,1424.0,2290.0,543.3333333333334,5666.666666666667,1068.0,77.83333333333333,3.8333333333333335,4.333333333333333,1.3333333333333333,8.166666666666666,0.5,3.8333333333333335,0
PRV52545,13,13,1,4,5,8,1,2,8,9,11,4,2,1,0,0,1,0,13,3,1846.1538461538462,246.46153846153845,1800.7692307692307,483.84615384615387,112.3076923076923,8.461538461538462,75.38461538461539,0.0,4.230769230769231,1.6923076923076923,3.1538461538461537,0.0,1.6153846153846154,0
PRV52547,2,2,0,2,0,0,0,1,1,2,2,1,0,0,0,0,1,0,2,0,5625.0,534.0,2275.0,280.0,1510.0,0.0,74.0,0.0,4.5,1.0,2.5,0.0,0.0,0
PRV52548,15,15,5,3,11,8,1,6,8,14,11,6,4,0,5,0,7,5,15,2,5112.0,712.0,1140.0,526.6666666666666,2583.3333333333335,356.0,73.46666666666667,1.5333333333333334,4.8,1.8,5.4,0.2,2.8,0
PRV52549,54,156,34,79,120,57,22,51,72,128,107,69,62,17,6,2,33,6,156,36,9011.794871794871,623.0,3263.5897435897436,1151.2179487179487,622.8205128205128,45.62820512820513,75.53846153846153,0.3269230769230769,5.0256410256410255,1.5769230769230769,3.1346153846153846,0.019230769230769232,3.576923076923077,0
PRV52551,5,5,1,2,3,2,0,2,2,4,3,1,2,0,0,0,2,0,5,1,10114.0,1281.6,1630.0,562.0,184.0,0.0,75.6,0.0,4.2,1.4,3.6,0.0,1.6,0
PRV52552,54,55,8,20,30,34,12,19,24,37,44,10,15,6,11,1,18,11,55,4,5306.0,543.709090909091,2312.3636363636365,564.0,2179.4545454545455,217.05454545454546,71.74545454545455,1.0727272727272728,4.5636363636363635,1.490909090909091,3.690909090909091,0.10909090909090909,1.9636363636363636,0
PRV52553,8,8,1,3,6,4,3,3,3,5,8,3,2,1,4,0,5,4,8,1,20501.25,1468.5,1898.75,911.25,7790.0,534.0,72.0,4.125,5.125,1.75,6.5,0.5,4.25,0
PRV52554,13,13,1,1,4,4,1,3,3,5,8,4,5,0,0,0,2,0,13,2,1384.6153846153845,164.30769230769232,1511.5384615384614,226.92307692307693,151.53846153846155,0.0,76.23076923076923,0.0,2.923076923076923,1.4615384615384615,2.769230769230769,0.0,1.7692307692307692,0
PRV52555,7,7,1,7,5,4,0,1,3,5,5,1,3,1,0,0,0,0,7,1,571.4285714285714,152.57142857142858,1640.0,624.2857142857143,514.2857142857143,0.0,80.57142857142857,0.0,5.0,1.5714285714285714,2.0,0.0,2.857142857142857,0
PRV52556,100,115,25,45,65,43,12,48,51,82,98,34,40,16,46,0,60,46,114,9,8967.478260869566,1008.7304347826087,2086.782608695652,734.695652173913,4041.391304347826,420.2608695652174,74.01739130434783,1.7478260869565216,4.643478260869565,1.7565217391304349,4.3478260869565215,0.33043478260869563,2.4695652173913043,0
PRV52557,9,11,1,3,2,4,1,8,6,8,9,4,4,0,0,0,2,0,11,1,1554.5454545454545,291.27272727272725,2080.0,666.3636363636364,88.18181818181819,0.0,71.45454545454545,0.0,4.454545454545454,1.2727272727272727,2.272727272727273,0.0,1.8181818181818181,0
PRV52558,440,494,83,187,300,198,65,156,226,348,370,150,158,53,0,4,114,0,494,63,4316.943319838057,493.35222672064776,2151.7408906882592,621.7813765182186,285.2226720647773,2.4696356275303644,74.69838056680162,0.0,4.4757085020242915,1.5303643724696356,2.7044534412955468,0.008097165991902834,1.4251012145748987,0
PRV52559,207,359,64,157,208,142,28,118,183,238,265,111,106,32,0,8,73,0,359,39,4791.16991643454,556.4456824512534,1975.431754874652,582.3676880222841,252.75766016713092,1.5041782729805013,74.26462395543176,0.0,4.423398328690808,1.5041782729805013,2.512534818941504,0.0,1.392757660167131,0
PRV52560,174,503,115,206,297,220,86,156,191,368,357,178,157,53,0,10,103,0,503,69,4166.679920477137,394.9264413518887,2172.465208747515,608.7475149105368,289.16500994035783,3.7176938369781314,74.24850894632206,0.0,4.510934393638171,1.5427435387673956,2.749502982107356,0.0,1.2664015904572565,0
PRV52561,261,280,58,126,166,108,55,90,133,199,231,81,91,24,0,1,59,0,280,38,3669.1428571428573,428.98571428571427,2880.9285714285716,727.1785714285714,460.35714285714283,3.1785714285714284,74.87857142857143,0.0,4.6571428571428575,1.5785714285714285,2.6607142857142856,0.0,1.5178571428571428,0
PRV52562,61,87,25,39,54,39,8,37,28,56,69,21,21,15,6,0,28,6,86,11,6429.540229885058,609.1494252873563,1460.4597701149426,453.44827586206895,1041.6091954022988,65.86206896551724,75.57471264367815,0.3103448275862069,4.448275862068965,1.5172413793103448,3.0229885057471266,0.05747126436781609,2.057471264367816,0
PRV52563,246,473,106,181,254,189,53,136,227,317,373,168,138,43,0,1,84,0,473,72,3918.30866807611,431.80549682875267,2747.6532769556025,796.1945031712473,367.3784355179704,2.66384778012685,75.09936575052853,0.0,4.395348837209302,1.5856236786469344,2.792811839323467,0.004228329809725159,1.7674418604651163,0
PRV52564,21,21,5,13,15,8,7,11,8,17,17,6,4,0,5,0,8,5,21,2,11848.57142857143,777.1428571428571,3180.4761904761904,855.2380952380952,1890.4761904761904,255.23809523809524,77.66666666666667,0.8095238095238095,5.0476190476190474,1.7142857142857142,3.380952380952381,0.09523809523809523,2.7142857142857144,0
PRV52565,86,137,36,48,87,58,13,33,52,88,102,45,52,13,11,0,41,11,137,18,6782.773722627737,758.3357664233577,2696.788321167883,771.1678832116788,1033.8686131386862,88.5985401459854,74.87591240875912,0.31386861313868614,4.313868613138686,1.6204379562043796,3.072992700729927,0.11678832116788321,2.2992700729927007,0
PRV52566,135,139,34,64,80,61,14,35,73,103,117,48,45,20,22,1,45,22,139,12,6910.6474820143885,893.956834532374,2683.453237410072,730.0719424460432,1813.1654676258993,171.62589928057554,76.02877697841727,0.9928057553956835,4.748201438848921,1.6330935251798562,3.58273381294964,0.1223021582733813,1.9064748201438848,0
PRV52567,38,66,6,41,27,15,8,23,35,40,48,22,26,8,0,0,13,0,66,9,2855.757575757576,282.6666666666667,2609.3939393939395,755.0,449.54545454545456,7.2727272727272725,76.22727272727273,0.0,4.4393939393939394,1.5151515151515151,2.0303030303030303,0.0,1.7121212121212122,0
PRV52568,41,87,17,31,65,40,4,42,32,61,74,53,22,7,0,0,24,0,87,6,4490.3448275862065,638.3448275862069,2302.2988505747126,772.0689655172414,295.7471264367816,4.942528735632184,73.9080459770115,0.0,4.954022988505747,1.4022988505747127,2.5057471264367814,0.0,0.9195402298850575,0
PRV52570,23,24,5,5,13,8,2,9,6,14,13,4,5,2,8,0,11,8,24,2,11825.0,890.0,1349.5833333333333,355.0,2841.25,356.0,75.83333333333333,2.375,3.375,1.6666666666666667,4.208333333333333,0.3333333333333333,3.25,0
PRV52571,429,508,112,195,310,224,90,136,241,365,396,169,172,53,0,2,97,0,508,66,5267.421259842519,509.1653543307087,2790.8070866141734,795.9842519685039,318.48425196850394,2.2244094488188977,73.3248031496063,0.0,4.627952755905512,1.5393700787401574,2.702755905511811,0.0,1.68503937007874,0
PRV52572,3,3,2,2,2,2,0,2,1,3,2,1,1,0,0,1,0,0,3,2,16216.666666666666,1424.0,6390.0,2073.3333333333335,1383.3333333333333,0.0,81.33333333333333,0.0,5.333333333333333,1.6666666666666667,5.0,0.0,13.333333333333334,0
PRV52573,520,587,106,229,336,231,93,177,255,418,445,173,173,65,0,1,123,0,587,81,4742.657580919932,466.82793867120955,2394.787052810903,663.4412265758092,270.30664395229985,1.7206132879045997,74.02555366269165,0.0,4.420783645655877,1.170357751277683,2.6541737649063033,0.0034071550255536627,1.616695059625213,0
PRV52574,208,259,54,121,164,127,42,106,123,192,215,68,88,37,146,2,166,146,257,14,12838.108108108108,1290.069498069498,2296.100386100386,603.088803088803,5922.123552123552,594.8725868725869,77.6911196911197,3.023166023166023,4.953667953667954,1.6718146718146718,5.841698841698841,0.42084942084942084,3.694980694980695,1
PRV52575,40,70,12,23,39,30,10,34,29,51,57,23,14,8,0,0,15,0,70,12,4185.857142857143,396.62857142857143,2063.0,530.2857142857143,339.7142857142857,1.4285714285714286,74.67142857142858,0.0,4.542857142857143,1.4142857142857144,2.7285714285714286,0.0,2.157142857142857,0
PRV52576,26,26,5,14,16,10,3,10,12,15,21,10,6,4,3,0,9,3,26,2,5150.384615384615,492.9230769230769,1813.4615384615386,602.6923076923077,1917.3076923076924,123.23076923076923,75.65384615384616,0.5,4.653846153846154,1.3461538461538463,3.269230769230769,0.07692307692307693,1.8076923076923077,0
PRV52577,8,8,2,5,5,5,1,1,2,6,7,4,5,0,0,0,1,0,8,3,9736.25,534.0,2962.5,911.25,318.75,0.0,79.0,0.0,5.125,1.375,2.5,0.0,5.25,0
PRV52578,40,49,14,15,28,26,13,26,22,39,41,12,13,0,37,0,42,37,48,1,15178.367346938776,1947.7551020408164,2158.3673469387754,746.9387755102041,7205.102040816327,784.6530612244898,72.34693877551021,4.591836734693878,4.795918367346939,1.7755102040816326,7.020408163265306,0.6122448979591837,4.63265306122449,1
PRV52579,9,9,1,3,2,0,1,3,2,4,4,3,0,1,0,0,0,0,9,0,1683.3333333333333,237.33333333333334,1343.3333333333333,446.6666666666667,117.77777777777777,11.11111111111111,75.77777777777777,0.0,2.5555555555555554,1.3333333333333333,2.3333333333333335,0.0,0.0,0
PRV52580,37,39,7,18,26,18,7,12,23,28,31,12,12,4,0,0,11,0,39,2,6931.794871794872,547.6923076923077,1896.6666666666667,732.0512820512821,181.7948717948718,1.5384615384615385,72.61538461538461,0.0,4.897435897435898,1.4871794871794872,2.717948717948718,0.0,0.8717948717948718,0
PRV52581,135,142,33,59,77,60,26,44,59,105,113,43,36,11,0,0,36,0,142,19,3126.6197183098593,413.6619718309859,2780.0704225352115,720.0704225352113,282.0422535211268,1.6901408450704225,72.91549295774648,0.0,4.457746478873239,1.5,2.5211267605633805,0.0,1.6408450704225352,0
PRV52582,23,23,4,10,19,16,4,12,9,17,16,8,9,3,19,1,21,19,23,0,10561.304347826086,1300.1739130434783,866.5217391304348,256.0869565217391,8305.217391304348,882.2608695652174,70.30434782608695,5.173913043478261,5.3478260869565215,1.8695652173913044,6.826086956521739,0.5217391304347826,5.173913043478261,0
PRV52583,193,208,42,79,125,87,27,73,92,151,166,72,65,15,26,2,78,26,207,22,4432.836538461538,581.75,2651.971153846154,805.8653846153846,1143.2211538461538,131.82692307692307,72.71153846153847,0.7355769230769231,4.576923076923077,1.5673076923076923,3.4038461538461537,0.10096153846153846,2.230769230769231,0
PRV52584,51,54,18,18,29,28,7,20,29,41,37,16,15,5,3,1,10,3,54,7,9067.777777777777,791.1111111111111,3051.296296296296,875.925925925926,1064.0740740740741,60.629629629629626,75.74074074074075,0.6296296296296297,4.537037037037037,1.4259259259259258,2.5925925925925926,0.07407407407407407,2.7037037037037037,0
PRV52586,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1100.0,290.0,300.0,0.0,70.0,0.0,4.0,2.0,9.0,0.0,0.0,0
PRV52587,68,137,40,79,93,75,14,48,71,88,105,60,21,5,0,0,19,0,137,16,3511.021897810219,483.3284671532847,2162.6277372262775,627.5182481751825,283.94160583941607,1.167883211678832,74.04379562043796,0.0,4.810218978102189,1.6715328467153285,2.423357664233577,0.0,1.5912408759124088,0
PRV52588,37,50,11,21,25,21,4,16,21,42,41,13,12,10,17,0,25,17,50,7,5548.2,640.8,2687.8,764.8,3532.4,363.12,73.46,1.38,4.52,1.7,4.58,0.22,3.34,0
